RecordedAtTime,LineRef,DirectionRef,VehicleRef,OriginName,DestinationName,VehicleLocation.Latitude,VehicleLocation.Longitude,CallType,StopPointRef,StopPointName,AimedArrivalTime,ExpectedArrivalTime,AimedDepartureTime,ExpectedDepartureTime
2025-11-16T00:04:47Z,Local Weekend,N,641,San Jose Diridon Caltrain Station Northbound,San Francisco Caltrain Station Northbound,37.3298988,-121.903191,MonitoredCall,70261,San Jose Diridon Caltrain Station Northbound,2025-11-16T00:56:00Z,2025-11-16T00:55:30Z,2025-11-16T00:56:00Z,2025-11-16T00:56:30Z
2025-11-16T00:04:47Z,Local Weekend,N,641,San Jose Diridon Caltrain Station Northbound,San Francisco Caltrain Station Northbound,37.3298988,-121.903191,OnwardCall,70241,Santa Clara Caltrain Station Northbound,2025-11-16T01:02:00Z,2025-11-16T01:01:30Z,2025-11-16T01:02:00Z,2025-11-16T01:02:30Z
2025-11-16T00:04:47Z,Local Weekend,N,641,San Jose Diridon Caltrain Station Northbound,San Francisco Caltrain Station Northbound,37.3298988,-121.903191,OnwardCall,70231,Lawrence Caltrain Station Northbound,2025-11-16T01:07:00Z,2025-11-16T01:06:36Z,2025-11-16T01:07:00Z,2025-11-16T01:07:36Z
2025-11-16T00:04:47Z,Local Weekend,N,641,San Jose Diridon Caltrain Station Northbound,San Francisco Caltrain Station Northbound,37.3298988,-121.903191,OnwardCall,70221,Sunnyvale Caltrain Station Northbound,2025-11-16T01:11:00Z,2025-11-16T01:10:06Z,2025-11-16T01:11:00Z,2025-11-16T01:11:06Z
2025-11-16T00:04:47Z,Local Weekend,N,641,San Jose Diridon Caltrain Station Northbound,San Francisco Caltrain Station Northbound,37.3298988,-121.903191,OnwardCall,70211,Mountain View Caltrain Station Northbound,2025-11-16T01:15:00Z,2025-11-16T01:14:00Z,2025-11-16T01:15:00Z,2025-11-16T01:15:00Z
2025-11-16T00:04:47Z,Local Weekend,N,641,San Jose Diridon Caltrain Station Northbound,San Francisco Caltrain Station Northbound,37.3298988,-121.903191,OnwardCall,70201,San Antonio Caltrain Station Northbound,2025-11-16T01:18:00Z,2025-11-16T01:17:00Z,2025-11-16T01:18:00Z,2025-11-16T01:18:00Z
2025-11-16T00:04:47Z,Local Weekend,N,641,San Jose Diridon Caltrain Station Northbound,San Francisco Caltrain Station Northbound,37.3298988,-121.903191,OnwardCall,70191,California Avenue Caltrain Station Northbound,2025-11-16T01:21:00Z,2025-11-16T01:20:24Z,2025-11-16T01:21:00Z,2025-11-16T01:21:24Z
2025-11-16T00:04:47Z,Local Weekend,N,641,San Jose Diridon Caltrain Station Northbound,San Francisco Caltrain Station Northbound,37.3298988,-121.903191,OnwardCall,70171,Palo Alto Caltrain Station Northbound,2025-11-16T01:24:00Z,2025-11-16T01:23:24Z,2025-11-16T01:24:00Z,2025-11-16T01:24:24Z
2025-11-16T00:04:47Z,Local Weekend,N,641,San Jose Diridon Caltrain Station Northbound,San Francisco Caltrain Station Northbound,37.3298988,-121.903191,OnwardCall,70161,Menlo Park Caltrain Station Northbound,2025-11-16T01:26:00Z,2025-11-16T01:25:54Z,2025-11-16T01:26:00Z,2025-11-16T01:26:54Z
2025-11-16T00:04:47Z,Local Weekend,N,641,San Jose Diridon Caltrain Station Northbound,San Francisco Caltrain Station Northbound,37.3298988,-121.903191,OnwardCall,70141,Redwood City Caltrain Station Northbound,2025-11-16T01:32:00Z,2025-11-16T01:31:18Z,2025-11-16T01:32:00Z,2025-11-16T01:32:18Z
